691843;4;a,b,c
120042;4;a
498974;4;b
269084;1;a,b,c
711434;1;a,b
525979;3;c
86038;4;a,c
779209;2;a,b
899249;5;a
698909;2;a,b
569697;3;a,b
288549;2;c
359074;1;a,b
876345;1;c
389899;3;a,b
187638;5;a,b,c
773829;4;a,b
450493;5;c
536867;3;a,c
736286;4;a
733607;4;a,b,c
584603;4;a
544174;4;a,b,c
424676;2;b
130876;2;a,b
743577;2;a,b
471129;4;a,c
279795;2;a
503571;4;c
864865;1;b
418690;5;a,b,c
150751;5;b,c
678629;2;c
188314;1;b
298416;5;a,b
546557;3;a,b
167944;1;a,c
418225;5;a,b,c
690243;1;a,b,c
253542;4;b,c
661711;4;a,b
600839;5;a,c
151181;2;c
336327;4;c
778745;2;a
867966;3;b
195983;4;a,b
341147;3;b,c
705250;1;b,c
290837;3;b,c
515298;3;c
596667;2;a
137418;5;c
256250;3;c
364016;4;a,c
327196;2;c
829785;2;c
250630;4;b,c
294152;4;a,b,c
339418;4;b,c
167609;3;c
789867;1;b
457769;3;a,b
685943;5;a,b
658379;1;b
467006;3;b,c
433702;2;a,b
211656;3;a,b
604379;5;a,c
778340;4;a,b
458596;1;a
155064;5;a,b
854451;4;a,c
513575;1;a
640062;5;a
20628;1;a,c
640608;1;a,b
659963;1;b
909528;5;b,c
370148;4;a,c
436412;5;b,c
318840;1;a,b
435550;4;b
94435;2;a,b,c
294969;2;b
80733;4;a,b,c
234146;3;a,b
126203;5;b
64414;2;c
760538;4;b,c
897676;1;a,b,c
128070;1;a,c
91616;5;a
161505;1;a,c
378916;5;a
444228;3;c
707392;3;a,b
195265;2;a,c
354635;1;b,c
154007;3;a,b,c
852090;4;a
353234;3;a
634105;3;a,c
242065;4;b,c
350955;2;a
573571;4;c
2256;2;a,c
57852;3;b,c
857346;5;a,b,c
645043;4;a
221845;5;a,b
254610;5;b
678107;2;a,c
613292;4;a,c
850649;3;c
553029;3;b
307726;1;b,c
526732;3;a,b
147112;4;a,b
195177;4;b,c
666086;2;b,c
710140;2;c
160099;1;b,c
903405;5;c
660827;1;b
240999;5;c
452497;4;a
551256;4;c
909249;1;a,b,c
458225;4;a,b
223895;2;b
376039;2;c
587754;2;a,b
459636;4;c
842761;3;c
437631;2;b,c
371535;4;a,b,c
572778;1;a,b,c
291434;1;b
506746;4;a
804612;2;a,b,c
632270;4;a,b
119817;5;a
611664;5;b,c
207660;5;c
543966;3;a
182595;3;c
751934;2;a
651536;2;a,c
862659;1;a,c
481213;5;b
596060;4;a,b
75920;5;a,b,c
547707;4;b,c
817688;2;a,c
595243;1;c
151445;1;a,b
236438;5;b,c
216867;4;a,b
897697;1;a,c
488005;3;b
193403;3;b,c
402735;3;b
580197;4;a,b
42500;1;a,b,c
373637;3;a,b
510205;1;c
678477;5;b
461848;1;a
386693;2;a
223306;5;b,c
80785;2;b
356738;1;a
849454;4;a,c
118179;4;b
66317;3;a,c
221190;2;a,b,c
387189;3;c
402836;4;a,c
805689;1;a,b
822051;1;b,c
336631;4;a,b,c
116938;2;a,c
189151;4;a
231928;5;c
595876;3;a
458988;4;a,c
571574;5;c
558646;1;b,c
117698;3;b,c
613463;4;c
408836;4;b
625970;1;a,b,c
814809;2;b
644890;5;a,b
623524;2;b
603568;1;a,c
492228;4;b
298303;4;b
579632;5;c
835483;5;a,b
248546;3;b
881889;2;b
184616;2;a,b
872432;3;a,b,c
245867;2;b,c
578240;3;b
488274;1;b,c
665826;2;a,c
743104;3;b,c
109289;1;c
409970;2;a,b
705344;4;b,c
776216;4;a,b,c
287457;4;b,c
145328;5;a,c
155031;3;b,c
227363;3;b,c
302321;2;c
712933;3;a,c
656754;3;a,b
516549;2;a
807969;4;c
658958;1;a,c
851714;2;b
313479;4;b,c
188664;2;b
194491;3;a,c
397502;3;a
132193;1;a,b
674342;4;c
346412;2;b
346151;2;a
450374;2;a,c
652109;5;b,c
876150;5;c
866442;5;a
275101;3;a,c
353897;3;c
825260;4;a
63080;3;b
195112;2;a,c
204872;1;a,c
145652;5;a,c
594153;3;a,b
834063;4;a,c
651213;2;a
435849;2;a,b
601070;4;a,c
279424;4;c
598608;2;a
303399;1;b,c
766502;5;a
371869;5;a,c
802701;5;a,b
510830;5;a,c
463057;1;a,c
386532;4;a,c
177785;3;a,b,c
76540;1;a
337865;2;b
362493;2;b,c
726601;4;a
125582;5;a,c
316742;4;a,b
574634;5;a,c
102776;3;c
804569;2;a
659619;1;b
57666;1;c
342278;5;a
585634;5;a,c
829611;1;b
749033;3;a
207236;4;a,b
819542;3;b,c
853513;4;b,c
663024;5;b,c
855589;3;c
513751;4;a,b
665158;3;a,b
208919;1;a,c
493949;4;a
192249;1;b
149953;5;a
370802;5;a
106997;4;b
287783;1;b,c
875143;3;a,b,c
698427;5;b
379018;5;a
559453;4;b,c
452141;2;b,c
95613;5;a,c
814055;3;a
703581;3;b,c
624141;3;a,b,c
884801;4;a,b,c
267457;1;c
154956;3;b
556966;4;a
332678;4;a,b
600113;3;a
802489;4;a,b,c
691882;3;a,b
335279;1;a,b,c
798494;3;a,b
253879;5;a,b
490721;3;a,b,c
536644;1;c
540562;2;b
522338;4;a,b,c
775203;4;a,c
606156;5;b,c
237015;5;b
701635;4;a
607950;5;a
550321;1;a
286075;1;b
684347;4;a,c
625117;3;a,b
573904;2;a,c
800929;5;b
363721;5;a,c
129595;2;c
470269;2;a
439582;3;b,c
594006;3;a,b
152380;4;b
616775;1;a
645628;2;c
406164;3;b,c
593305;1;c
669306;3;a,b
209280;1;c
410844;4;b,c
800251;3;a,b,c
170764;3;b
151977;5;c
204554;1;b,c
376570;1;a,b
854242;1;b,c
74939;3;b,c
110901;5;b
414021;2;c
402306;4;a,b
393623;5;c
374146;4;a,b
153315;4;a,b
269896;3;b,c
118232;3;a,b
278023;3;a,b
807289;1;b,c
686859;4;a,c
377311;4;a
663642;5;a,c
138371;1;a,c
340693;2;c
735794;1;a
541319;3;a
655528;4;b
510641;4;b
368465;2;a,b
172470;4;c
36188;1;c
879175;1;a,b,c
251537;5;b
849790;4;c
260694;3;a,c
559140;3;a,b,c
376560;1;a
418831;1;c
555797;5;b,c
380740;3;c
843495;1;a,b,c
809959;5;a
165042;3;b,c
897232;1;a
749597;2;b
243132;2;a,b,c
423086;3;a,b
822456;5;a
708379;5;c
781103;5;a,b
596472;4;a,b
211287;2;b
721359;1;a,b,c
155683;1;b,c
167276;1;b
569913;3;b,c
494522;5;a
482206;5;a,b
624211;1;a
509655;3;b,c
226807;4;c
673936;4;b,c
484181;2;a,c
479429;4;b,c
681302;4;c
610584;5;a,b
401792;1;c
140190;2;b,c
289971;3;a,b
262052;1;b
342319;3;b
251330;5;a,b
795963;1;b,c
501522;3;c
204269;1;b,c
325758;5;c
486586;3;b
584056;3;a,b
845927;4;a
669216;2;b,c
166074;5;a,b
589847;4;c
846461;2;b
851013;2;b
644480;5;b
347843;5;a,b,c
358689;5;a
152849;2;b,c
649938;3;a,c
561181;4;b,c
376723;3;a
320701;5;a,b
875403;3;b
442351;1;a,b
776129;2;b
115069;3;a,c
888977;4;b,c
722439;5;a,b
109902;2;b
202675;2;a,b
486314;3;b,c
658275;1;b,c
399019;5;a,b
447228;4;b,c
404595;5;a
233638;4;c
423972;2;c
284549;4;b
340576;5;b
412758;5;b,c
133218;5;b,c
344418;4;b,c
264678;1;a
898878;1;a,b
725325;4;a
781391;5;a,c
161961;4;a,c
275869;4;b
449928;3;c
312523;3;a,b
61130;1;a,c
771365;3;a,b
548014;1;a
230659;1;c
307935;1;a,b,c
573107;3;a,b
218410;3;b,c
105500;2;b
649543;3;a,b,c
899768;4;a,c
778928;1;a,b,c
704584;1;b
744574;1;a,c
501352;1;a
854115;5;a,c
219607;3;c
788539;3;a,b,c
764083;4;a,c
703596;3;c
158019;1;a,b,c
833778;3;a
596508;5;c
608514;3;b,c
709072;3;a
255137;5;a,c
280939;5;c
69009;2;a,b
583363;4;b,c
223693;3;a,b
251299;3;a,b,c
363323;4;b,c
405450;3;c
750906;1;b
692387;2;c
766059;3;b,c
732984;5;a
639209;4;b
388066;5;a,b,c
85733;5;a,b
845414;1;a,b
754289;4;b
201002;1;a,c
632851;1;a
307715;2;a
187197;2;a,c
232700;5;a,b
769096;1;a,b,c
671690;2;a
195010;4;a
113187;3;c
79729;1;a,c
520615;3;b
364052;3;b
458416;4;b,c
427168;2;b
829142;2;c
224732;2;b,c
56249;5;a,b
171909;2;a,b
349664;4;b,c
547968;2;a
713689;4;b
442699;3;b
628900;2;a,c
134934;2;b
284429;5;a,c
117857;5;a,b,c
763851;2;c
628025;2;a
476496;1;b,c
195956;4;a,b,c
835755;1;c
225373;3;c
837261;1;b
873075;2;c
841319;5;c
68456;5;b
181823;1;b,c
813165;4;a,c
121290;3;b,c
386711;5;a,b
337119;1;b,c
848654;5;c
557011;5;a,c
680166;1;a,c
241467;2;a,c
876097;4;b
820583;3;b,c
134735;3;a,b
353769;1;a
63502;5;a,c
901227;4;b
369903;4;c
640936;5;a
338447;5;b,c
610927;4;b,c
603647;4;b,c
838701;5;a,b,c
765834;5;a
397609;5;c
155090;5;b,c
686653;5;b
713072;4;b,c
281907;4;b,c
497957;4;a,c
358746;1;a,b
645647;4;b
237253;5;a,c
538734;3;a,c
285259;2;a,b
466610;5;a
284094;5;a,b,c
786033;2;c
297772;3;b,c
705469;4;b
182465;2;a,b
663987;2;b,c
890684;1;a,b,c
570552;1;a
628594;2;a
291536;2;b
824412;4;a,c
783578;4;a,b
386361;3;b,c
592773;3;a,c
582439;4;a
540472;1;c
186975;4;a
288397;2;b,c
689435;2;a,c
733442;4;b,c
634490;3;a,b
906466;5;b,c
812966;3;a,b,c
521925;5;b
653369;2;c
861588;2;b
346108;5;a,c
715816;1;a,b
613442;2;c
606868;3;a,c
120217;4;a,b
421252;1;b
404536;4;c
751712;1;b
428519;3;b,c
284387;4;a,b,c
204850;4;a,c
171746;1;c
381966;4;a,c
195438;4;a,c
84617;3;a
576666;5;b
594219;5;b,c
255620;2;a,c
695751;2;a,b,c
543146;3;a,b
66300;5;a,c
553207;3;a,b
609179;1;c
114869;4;b,c
839265;1;c
383943;3;b,c
712297;4;a,b
218668;2;c
909423;2;a,c
469195;5;a,c
188552;4;b,c
522562;4;b,c
306406;1;a,b,c
335467;4;a,c
322180;2;b
291085;5;a
887024;4;a,b
355138;2;c
751457;4;a
496142;3;a,b,c
251492;1;c
288802;2;c
796410;2;a
433820;1;a
409909;2;c
112500;4;c
580443;3;a,b,c
632400;3;a,b
328923;5;b
824423;3;b
182493;2;b,c
144595;5;a,c
656496;3;c
570845;2;a,c
617222;4;b,c
282110;1;a
377381;4;a,b
698148;4;b,c
172208;4;b
299406;2;c
152317;5;a,b
391466;2;c
788018;2;b,c
623598;3;c
617146;2;a
262274;4;a,c
89634;2;b,c
316890;5;b,c
414465;3;a
909335;3;a
625208;3;c
864444;3;a,b,c
426638;4;a,b,c
723202;1;a,b,c
846553;3;a,b,c
890865;1;a
197081;4;c
719008;1;a
351177;3;a,c
429693;5;a,b
293502;1;a
902347;1;c
607401;4;a
536839;1;b
130639;1;b,c
420983;1;c
318609;4;b
869889;5;b,c
123951;2;a
107569;3;b,c
640651;4;a
132525;1;c
493744;2;a,c
421988;1;a
369166;4;b
805641;4;b,c
818961;4;c
511112;5;a,b,c
214744;3;a
577884;2;a,b
391843;4;a,b
227173;3;a,c
251073;5;a,c
251259;3;b
529139;1;b
356666;3;b
827025;1;a
142340;3;b
788270;3;a,b
583480;1;b,c
196714;1;a,b
814618;3;c
743688;4;a,b
184432;4;a
47816;1;b
585314;5;a,b
43709;2;b,c
332231;5;b
798212;2;b,c
313596;3;a,c
734295;4;c
244800;1;a
589462;2;a
506646;5;c
242181;2;b,c
699339;5;a,b
284796;2;a
191590;1;a,b
294705;4;a,c
161189;3;a,b,c
319897;1;b
377536;1;a,c
832449;3;a
430472;2;a,c
77314;5;a,b
843406;5;c
820932;1;c
136999;4;a,b,c
525469;1;a,b
114342;1;a,c
332522;5;b,c
730940;3;a,c
373659;1;a,c
628067;4;c
521705;1;a,b,c
178433;4;b
111809;2;a,b
417126;4;a,b
301428;5;c
59265;4;a
158854;3;a,b,c
750414;3;c
396527;5;b
487396;5;b
637050;3;a,c
215186;4;b,c
845983;1;a
29384;1;b
322536;3;b
409365;1;b,c
348885;4;c
432234;4;b
558681;1;a,c
249578;2;b,c
263691;4;c
760677;3;b
382541;4;a
905460;3;a,b
268966;2;b,c
626141;4;a,b
63612;2;a,b
822129;2;a
397021;4;b,c
404655;3;c
685809;1;b,c
265214;1;a
806877;4;b
91508;3;a
898715;4;a,c
321091;2;c
436903;1;b,c
774320;1;a,b
117480;4;a
222444;3;b,c
516886;4;b
13700;1;b
687315;5;a,b,c
183434;2;a,b
742325;5;b
768439;3;a,b
483300;5;b
582173;2;a,c
750157;1;a,c
620031;1;c
206735;2;a,b
629413;3;a
189071;4;a,c
867120;3;a,b
107337;4;b,c
538513;1;a
142223;1;c
394211;3;a,b
371943;4;c
869510;3;a,c
403851;2;c
580064;4;a,b
781511;4;a,b
432879;3;a,c
736879;4;c
863926;3;a,c
94867;1;a,b
535393;3;c
229247;3;a,b,c
174281;5;b
409832;2;a,b,c
755987;1;a,b
290019;3;a
896536;5;a,c
236526;2;c
88442;3;b,c
612299;5;b,c
197342;4;a,c
86727;2;a,b
624791;2;a,c
334720;2;a,b
748741;3;a,b,c
830078;1;a,c
800611;5;b,c
571077;2;a,c
377796;4;b,c
195452;3;a,b
817494;1;a,b
348917;5;b,c
624755;3;b
518863;5;a,b,c
55496;1;a,c
543739;3;a,c
143462;3;a
352288;2;b
617652;2;c
767942;4;a,b
176651;1;b,c
587010;2;b
333892;4;a,b,c
794266;5;c
861368;5;a,c
157317;1;a,c
150818;4;b,c
474881;2;a
235559;3;a,b
496445;4;c
580894;4;c
292946;5;a,b
408502;4;a,b,c
170492;3;a
716432;1;a,b,c
862999;1;a,c
572780;1;a,b
646135;1;c
726330;1;a,b
620036;1;a,b
850493;2;a
358438;1;a,c
185271;2;a,b,c
525684;1;a,b
644750;2;a,c
875603;5;a
854250;4;a,b,c
116611;5;b,c
719671;3;a,b
760328;1;c
550258;3;b,c
109508;1;b
184771;2;a
848892;3;a,b,c
175043;1;b,c
520250;1;c
275217;1;a,c
766128;4;a,b,c
194555;5;b
251739;1;b
276954;3;a,b
750226;5;a
692006;5;a,b,c
513248;5;a,b
500356;5;c
662383;5;c
348539;1;a
839230;5;b
429954;4;b
761065;4;b,c
152968;5;a,b
694536;4;b,c
492724;4;a
606658;2;b,c
637996;5;a
68759;3;a,b
5496;5;a
322947;5;a,c
178921;5;a,b
67626;2;a
502396;5;c
141546;5;a,b
406989;4;a,c
504162;5;b
202790;3;a
717455;2;a,b
830445;3;c
593284;4;a
498155;5;a
215567;5;a,c
166608;4;a,c
165292;2;a,b
473679;4;a
656841;5;a,b,c
625461;3;b
435884;1;b
135635;4;b
508621;2;c
619890;1;c
359014;1;b,c
99717;1;a
33936;1;b
181988;3;a,b
850152;5;a,c
350921;2;a
501394;2;b,c
586860;4;a,c
636617;4;c
493017;5;a,c
377329;2;c
449201;4;c
239772;5;b,c
618629;2;b
250921;4;b
569081;5;a,b,c
527363;2;c
407185;5;a,b,c
93714;2;a,b
326135;2;a,b
795861;1;b,c
290146;4;a,b
738340;1;a
293243;2;a,c
722620;5;a,c
768574;5;a,b
117862;4;a
408143;5;c
327697;1;a,b,c
586745;2;b,c
775806;3;a,b,c
732007;5;a,c
297881;3;a,b
356342;2;c
405797;4;b
58942;3;b,c
617991;4;b,c
145930;3;b,c
361409;2;a,c
372473;3;a,c
889302;2;b,c
156411;4;c
232444;4;a,c
671519;1;c
138609;4;b
147015;4;b
675738;2;a
57906;4;a
410547;3;a
12833;1;a,c
764247;2;a
770555;4;a
60693;3;a,b
322538;1;a,c
472424;4;a,b
852144;2;c
842963;1;b
755363;5;a,c
353091;3;b
509452;4;a,b
264639;3;b,c
72933;2;a,c
429074;5;c
490405;4;a
322447;3;b
670470;2;b
349421;4;c
691469;1;a,b
392741;5;b
865279;5;b,c
412157;1;c
450471;5;a,c
309335;2;a
699723;5;b
185391;4;a,b,c
694283;5;a
505366;5;a
716610;5;b,c
456587;2;b,c
754755;3;b,c
141004;2;a
153667;1;a,c
234973;3;a,b
385991;4;a,b
666520;3;a,b,c
134318;3;b,c
846976;4;b
475722;1;a,b
580226;5;a,b
798970;3;b
327770;2;c
641646;1;a,c
624582;2;a
775799;5;b,c
618077;3;a
266398;5;a,b
439140;5;a
390756;2;a
253152;2;c
542196;3;a,b,c
132903;5;a
457462;2;a,b,c
234002;5;a,b,c
842213;1;a,b
127968;1;a,c
136640;3;a,b
133063;3;b
521032;3;a
773904;3;c
537564;4;a,c
234400;2;a,c
527811;4;a
396665;4;c
148317;4;a,c
170345;2;c
463526;5;a
616410;1;a,b,c
389933;2;b,c
850680;4;c
228342;2;b
671763;2;c
570062;3;a,c
121382;3;a,b
599969;4;a
138093;4;a
221056;2;b
255074;5;a,b,c
185135;2;a,b
297951;2;a,b
595175;2;b
436813;1;a,c
633115;5;a,c
631015;2;c
612545;4;a,b,c
458290;5;a,b
283320;1;a,c
223980;5;b
200947;1;c
422297;5;a,b,c
258496;3;b,c
118149;5;b
579110;1;c
373209;4;a,b
519863;1;a,b,c
554318;4;c
259402;3;a,b
259104;1;a,b
262921;4;c
338366;1;c
819877;4;a
213018;5;a,c
687579;5;a,b,c
131348;4;b,c
548913;3;c
586879;4;a,c
218980;3;b
687593;1;a,c
879799;2;a,c
878926;2;a,c
160834;1;a
866445;2;b,c
409001;1;a,b
166501;2;a,b,c
383691;3;c
691357;1;a,b
366802;2;a,b
609676;5;a,c
646250;4;a
647643;4;a
679801;4;c
490035;4;a
789395;4;a
605440;4;a
493965;5;c
263458;5;c
568458;5;a,b
238701;4;a,c
733035;3;b,c
349585;3;b
831829;2;a,c
717889;2;b,c
380619;2;c
90451;5;b,c
515607;1;b,c
582200;3;b,c
788312;1;a,c
806133;2;a,c
698989;2;a,b,c
470635;3;a
535852;2;a
111219;3;c
689760;4;a,c
254134;2;a,b
722071;1;a,c
872335;4;a,c
259149;1;b,c
735131;1;a
873425;3;a,b
901973;4;a
360219;2;a
754302;2;a,b
586546;3;a,b
140823;4;b,c
801864;1;a,c
324193;5;a,c
575220;1;a,b,c
856714;2;a
249631;3;a,b
395492;4;a,c
299128;2;a
438298;2;a,b,c
786043;2;a,c
165152;1;b,c
191454;2;b,c
789437;1;b,c
687784;1;c
614086;1;b
235331;4;c
901851;3;b,c
783634;3;a,b,c
116521;1;a,b
123659;5;a
863977;2;a,c
306992;5;a
246893;3;a
486614;4;a,b,c
396661;4;a,c
352068;2;a
121652;2;c
149473;4;a
421961;5;b
579617;5;c
385251;2;a,c
561280;1;a
817736;3;a
232608;1;a
521682;3;a,b
280406;2;c
95844;2;b
728810;5;a,b
474676;3;b
510335;2;a,b
236111;2;a
491606;1;a
52558;4;a,b
206118;4;a,c
461177;2;a,b,c
370917;4;c
795887;1;c
899653;3;b
451561;5;c
858196;2;a,c
829283;1;a,c
691584;4;a,b,c
161455;5;b
524673;4;c
298639;5;a,c
565368;1;a,c
758501;4;a
833052;4;a
674218;1;a
68590;3;a,b
580466;2;b
856306;5;b
220617;2;a,b
810201;5;a,c
653260;3;a,b
335601;3;a,b
351504;4;a,b
387441;1;a,b
844181;1;b,c
683930;4;a,c
55207;1;a,b,c
405917;5;a,c
595217;3;b,c
459575;4;a,b
636355;3;a,c
275633;1;b,c
250907;2;a,c
746070;5;a,c
320186;5;c
474163;4;b,c
655943;1;a
305242;4;a,b
896481;2;b,c
661129;1;b
452072;3;c
73052;3;a,c
827556;3;a
576288;1;a,b,c
67126;4;b,c
632775;2;b
594364;5;c
414472;1;b,c
684187;3;a,b,c
778669;3;b
146647;5;a
621825;1;a,b,c
465991;4;a
307051;5;b
489268;1;a,c
801265;3;c
859256;4;a,b
707663;2;a
112277;4;b
746646;1;c
310602;2;b,c
814330;1;b
493876;5;a,b
189233;3;b,c
818887;2;a
378963;3;c
864126;1;a
691860;5;a,b
151087;1;c
596072;1;b
840867;1;a,b,c
235394;2;a
592673;4;a,c
109143;2;a,b
826886;5;c
456518;2;a,b
494594;3;c
824881;1;a,b,c
788162;4;c
740389;1;b,c
634793;5;c
743209;5;a,c
459994;1;b
307156;5;b
268264;3;b
375271;4;a
903203;1;a,b
284696;2;a
128928;1;a
734078;5;a,b,c
672110;5;a,c
265868;5;b,c
320793;4;a,b
242784;2;a,b
693514;1;a,b,c
710768;1;b
820590;3;b,c
560370;4;c
502208;1;a
446500;1;a,c
679174;5;a
239472;1;a,c
743185;1;b,c
232509;3;a,b
274441;2;a,c
160133;4;a,c
782562;2;a,b,c
247781;5;a
459074;4;c
894316;5;a,b,c
443846;4;a
856617;1;a,b
155933;2;b
168354;5;a,b,c
98640;4;a,b,c
543977;5;a,b
814140;4;c
412063;1;a,b
269400;5;a,b
391685;3;a,b
369152;1;a,b,c
714376;4;a
784354;2;a
694610;3;a,c
708401;4;b,c
772393;1;a,c
833353;3;a,c
582831;4;b
434111;5;c
750150;4;a
75849;3;a,b,c
269385;3;a,c
352327;4;b,c
853995;4;a,b,c
600627;3;a,c
392104;2;b,c
542216;5;b,c
181937;4;a
423887;2;a
765431;3;c
666105;3;a
755410;5;b,c
590642;5;a,b
438580;2;a,b,c
896856;5;a,b,c
792393;2;a
46318;2;b,c
296727;4;a,b
812129;5;a,c
138462;1;a,c
880175;1;a,b,c
294950;3;b
662724;3;a,c
472148;4;c
727771;3;a,c
891544;1;b,c
733671;3;b,c
748859;4;a,b,c
869148;2;a
189169;5;b
672437;2;b,c
467242;2;a,b
658687;2;a,b,c
608850;3;b,c
687793;4;a,b,c
360292;2;c
185168;2;c
467359;5;b,c
522859;3;a,c
369749;2;a,b,c
405130;5;a,c
551799;5;b
430831;4;a,b
417392;1;c
791893;3;a,c
233607;4;a,b
863658;1;a
514371;4;a
89775;4;a,b
742126;3;a,b
830097;2;a
879968;1;b
677889;1;b,c
422212;4;b,c
485638;3;b,c
892525;4;a
677296;5;b,c
78547;5;a,c
635740;1;b,c
523228;3;a
93115;5;a,c
511395;2;a,b,c
173276;3;a,b
885893;3;c
720664;1;c
51165;5;b
907340;4;b,c
283770;5;a,c
851405;2;b
427893;3;a
267405;1;c
679776;2;c
763464;1;a,b,c
865921;2;b,c
444931;2;a,b
330271;4;c
707652;5;b
357468;3;b
71226;5;a,b,c
826522;2;a
542848;3;b
474772;1;a,b
392238;2;a
317954;5;c
236743;5;b,c
286844;4;a
129741;2;c
741134;5;a,b,c
306318;2;b,c
784943;3;a
860068;4;b,c
305048;4;b
196866;2;b
840462;5;a,b
571386;3;a,b,c
642317;4;b
458540;2;b
190162;5;a
882601;4;a
672194;5;a,b,c
803761;5;b
661242;5;c
239786;4;b
344229;4;b
97053;5;b
209779;2;b,c
460985;4;a,c
256727;3;a,b,c
748554;4;a,c
196122;1;a,b,c
851605;2;a
242728;5;a
560976;3;b
100230;2;b
311860;3;a,b
507548;3;a,b
317339;3;a,c
707228;4;b
703203;2;c
753376;3;c
334552;4;a,c
896578;5;b,c
854097;2;a
446322;5;a,b
760748;3;a,b
593946;4;a,b
558812;4;a,b,c
435199;3;a,c
577506;5;a,c
767220;2;a,b
294604;1;b,c
51709;3;a
